sample id;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;type
W268;5.3;0.58;0.07;6.9;0.043;34.0;149.0;0.9944;3.34;0.57;9.7;5;white
W269;5.3;0.585;0.07;7.1;0.044;34.0;145.0;0.9945;3.34;0.57;9.7;6;white
W270;5.4;0.59;0.07;7.0;0.045;36.0;147.0;0.9944;3.34;0.57;9.7;6;white
W271;6.9;0.32;0.26;8.3;0.053;32.0;180.0;0.9965;3.25;0.51;9.2;6;white
W272;5.2;0.6;0.07;7.0;0.044;33.0;147.0;0.9944;3.33;0.58;9.7;5;white
W273;5.8;0.25;0.26;13.1;0.051;44.0;148.0;0.9972;3.29;0.38;9.3;5;white
W274;6.6;0.58;0.3;5.1;0.057;30.0;123.0;0.9949;3.24;0.38;9.0;5;white
W275;7.0;0.29;0.54;10.7;0.046;59.0;234.0;0.9966;3.05;0.61;9.5;5;white
W276;6.6;0.19;0.41;8.9;0.046;51.0;169.0;0.9954;3.14;0.57;9.8;6;white
W277;6.7;0.2;0.41;9.1;0.044;50.0;166.0;0.9954;3.14;0.58;9.8;6;white
W278;7.7;0.26;0.4;1.1;0.042;9.0;60.0;0.9915;2.89;0.5;10.6;5;white
W279;6.8;0.32;0.34;1.2;0.044;14.0;67.0;0.9919;3.05;0.47;10.6;4;white
W280;7.0;0.3;0.49;4.7;0.036;17.0;105.0;0.9916;3.26;0.68;12.4;7;white
W281;7.0;0.24;0.36;2.8;0.034;22.0;112.0;0.99;3.19;0.38;12.6;8;white
W282;6.1;0.31;0.58;5.0;0.039;36.0;114.0;0.9909;3.3;0.6;12.3;8;white
W283;6.8;0.44;0.37;5.1;0.047;46.0;201.0;0.9938;3.08;0.65;10.5;4;white
W284;6.7;0.34;0.3;15.6;0.054;51.0;196.0;0.9982;3.19;0.49;9.3;5;white
W285;7.1;0.35;0.24;15.4;0.055;46.0;198.0;0.9988;3.12;0.49;8.8;5;white
W286;7.3;0.32;0.25;7.2;0.056;47.0;180.0;0.9961;3.08;0.47;8.8;5;white
W287;6.5;0.28;0.33;15.7;0.053;51.0;190.0;0.9978;3.22;0.51;9.7;6;white
W288;7.2;0.23;0.39;14.2;0.058;49.0;192.0;0.9979;2.98;0.48;9.0;7;white
W289;7.2;0.23;0.39;14.2;0.058;49.0;192.0;0.9979;2.98;0.48;9.0;7;white
W290;7.2;0.23;0.39;14.2;0.058;49.0;192.0;0.9979;2.98;0.48;9.0;7;white
W291;7.2;0.23;0.39;14.2;0.058;49.0;192.0;0.9979;2.98;0.48;9.0;7;white
W292;5.9;0.15;0.31;5.8;0.041;53.0;155.0;0.9945;3.52;0.46;10.5;6;white
W293;7.4;0.28;0.42;19.8;0.066;53.0;195.0;1.0;2.96;0.44;9.1;5;white
W294;6.2;0.28;0.22;7.3;0.041;26.0;157.0;0.9957;3.44;0.64;9.8;7;white
W295;9.1;0.59;0.38;1.6;0.066;34.0;182.0;0.9968;3.23;0.38;8.5;3;white
W296;6.3;0.33;0.27;1.2;0.046;34.0;175.0;0.9934;3.37;0.54;9.4;6;white
W297;8.3;0.39;0.7;10.6;0.045;33.0;169.0;0.9976;3.09;0.57;9.4;5;white
W298;7.2;0.19;0.46;3.8;0.041;82.0;187.0;0.9932;3.19;0.6;11.2;7;white
W299;7.5;0.17;0.44;11.3;0.046;65.0;146.0;0.997;3.17;0.45;10.0;6;white
W300;6.7;0.17;0.5;2.1;0.043;27.0;122.0;0.9923;3.15;0.45;10.3;6;white
W301;6.1;0.41;0.0;1.6;0.063;36.0;87.0;0.9914;3.27;0.67;10.8;6;white
W302;8.3;0.2;0.35;0.9;0.05;12.0;74.0;0.992;3.13;0.38;10.5;6;white
W303;6.1;0.41;0.0;1.6;0.063;36.0;87.0;0.9914;3.27;0.67;10.8;6;white
W304;6.0;0.29;0.21;1.3;0.055;42.0;168.0;0.9914;3.32;0.43;11.1;6;white
W305;7.3;0.41;0.24;6.8;0.057;41.0;163.0;0.9949;3.2;0.41;9.9;6;white
W306;7.3;0.41;0.24;6.8;0.057;41.0;163.0;0.9949;3.2;0.41;9.9;6;white
W307;7.2;0.43;0.24;6.7;0.058;40.0;163.0;0.995;3.2;0.41;9.9;5;white
W308;7.3;0.4;0.24;6.7;0.058;41.0;166.0;0.995;3.2;0.41;9.9;6;white
W309;6.2;0.33;0.27;4.9;0.036;30.0;134.0;0.9927;3.2;0.42;10.4;7;white
W310;6.2;0.31;0.26;4.8;0.037;36.0;148.0;0.9928;3.21;0.41;10.4;6;white
W311;6.1;0.36;0.27;2.1;0.035;16.0;100.0;0.9917;3.4;0.71;11.5;7;white
W312;5.0;0.55;0.14;8.3;0.032;35.0;164.0;0.9918;3.53;0.51;12.5;8;white
W313;7.8;0.25;0.41;3.7;0.042;37.0;149.0;0.9954;3.36;0.45;10.0;6;white
W314;5.7;0.36;0.21;6.7;0.038;51.0;166.0;0.9941;3.29;0.63;10.0;6;white
W315;5.8;0.34;0.21;6.6;0.04;50.0;167.0;0.9941;3.29;0.62;10.0;5;white
W316;6.8;0.28;0.6;1.1;0.132;42.0;127.0;0.9934;3.09;0.44;9.1;6;white
W317;6.8;0.25;0.34;4.7;0.031;34.0;134.0;0.9927;3.21;0.38;10.6;6;white
W318;6.6;0.24;0.35;7.7;0.031;36.0;135.0;0.9938;3.19;0.37;10.5;5;white
W319;5.9;0.3;0.47;7.85;0.03;19.0;133.0;0.9933;3.52;0.43;11.5;7;white
W320;6.1;0.125;0.25;3.3;0.04;10.0;69.0;0.9934;3.54;0.59;10.1;6;white
W321;6.0;0.1;0.24;1.1;0.041;15.0;65.0;0.9927;3.61;0.61;10.3;7;white
W322;6.6;0.24;0.35;7.7;0.031;36.0;135.0;0.9938;3.19;0.37;10.5;5;white
W323;6.8;0.25;0.34;4.7;0.031;34.0;134.0;0.9927;3.21;0.38;10.6;6;white
W324;6.8;0.28;0.44;9.3;0.031;35.0;137.0;0.9946;3.16;0.36;10.4;6;white
W325;8.3;0.41;0.51;2.0;0.046;11.0;207.0;0.993;3.02;0.55;11.4;5;white
W326;7.5;0.27;0.31;5.8;0.057;131.0;313.0;0.9946;3.18;0.59;10.5;5;white
W327;7.9;0.26;0.41;15.15;0.04;38.0;216.0;0.9976;2.96;0.6;10.0;6;white
W328;6.4;0.34;0.23;6.3;0.039;37.0;143.0;0.9944;3.19;0.65;10.0;6;white
W329;6.5;0.28;0.35;15.4;0.042;55.0;195.0;0.9978;3.23;0.5;9.6;6;white
W330;7.2;0.21;0.41;1.3;0.036;33.0;85.0;0.992;3.17;0.51;10.4;5;white
W331;6.4;0.32;0.35;4.8;0.03;34.0;101.0;0.9912;3.36;0.6;12.5;8;white
W332;6.8;0.24;0.34;4.6;0.032;37.0;135.0;0.9927;3.2;0.39;10.6;5;white
W333;6.3;0.23;0.3;1.8;0.033;16.0;91.0;0.9906;3.28;0.4;11.8;6;white
W334;6.5;0.28;0.34;9.9;0.038;30.0;133.0;0.9954;3.11;0.44;9.8;5;white
W335;5.6;0.26;0.26;5.7;0.031;12.0;80.0;0.9923;3.25;0.38;10.8;5;white
W336;6.3;0.23;0.3;1.8;0.033;16.0;91.0;0.9906;3.28;0.4;11.8;6;white
W337;6.3;0.23;0.33;1.5;0.036;15.0;105.0;0.991;3.32;0.42;11.2;6;white
W338;5.8;0.27;0.27;12.3;0.045;55.0;170.0;0.9972;3.28;0.42;9.3;6;white
W339;5.9;0.26;0.4;1.3;0.047;12.0;139.0;0.9945;3.45;0.53;10.4;5;white
W340;6.6;0.18;0.35;1.5;0.049;49.0;141.0;0.9934;3.43;0.85;10.2;7;white
W341;7.4;0.2;0.43;7.8;0.045;27.0;153.0;0.9964;3.19;0.55;9.0;7;white
W342;8.0;0.24;0.36;1.5;0.047;17.0;129.0;0.9948;3.2;0.54;10.0;6;white
W343;6.4;0.26;0.42;9.7;0.044;30.0;140.0;0.9962;3.18;0.47;9.1;6;white
W344;5.4;0.31;0.47;3.0;0.053;46.0;144.0;0.9931;3.29;0.76;10.0;5;white
W345;5.4;0.29;0.47;3.0;0.052;47.0;145.0;0.993;3.29;0.75;10.0;6;white
W346;7.1;0.145;0.33;4.6;0.05;33.0;131.0;0.9942;3.28;0.4;9.6;6;white
W347;5.6;0.34;0.1;1.3;0.031;20.0;68.0;0.9906;3.36;0.51;11.2;7;white
W348;6.7;0.19;0.41;15.6;0.056;75.0;155.0;0.9995;3.2;0.44;8.8;6;white
W349;7.8;0.18;0.46;13.6;0.052;38.0;118.0;0.998;3.15;0.5;10.0;6;white
W350;7.6;0.17;0.45;11.2;0.054;56.0;137.0;0.997;3.15;0.47;10.0;5;white
W351;6.3;0.12;0.36;2.1;0.044;47.0;146.0;0.9914;3.27;0.74;11.4;7;white
W352;7.3;0.33;0.4;6.85;0.038;32.0;138.0;0.992;3.03;0.3;11.9;7;white
W353;5.5;0.335;0.3;2.5;0.071;27.0;128.0;0.9924;3.14;0.51;9.6;6;white
W354;7.3;0.33;0.4;6.85;0.038;32.0;138.0;0.992;3.03;0.3;11.9;7;white
W355;5.8;0.4;0.42;4.4;0.047;38.5;245.0;0.9937;3.25;0.57;9.6;6;white
W356;7.3;0.22;0.37;14.3;0.063;48.0;191.0;0.9978;2.89;0.38;9.0;6;white
W357;7.3;0.22;0.37;14.3;0.063;48.0;191.0;0.9978;2.89;0.38;9.0;6;white
W358;6.1;0.36;0.33;1.1;0.05;24.0;169.0;0.9927;3.15;0.78;9.5;6;white
W359;10.0;0.2;0.39;1.4;0.05;19.0;152.0;0.994;3.0;0.42;10.4;6;white
W360;6.9;0.24;0.34;4.7;0.04;43.0;161.0;0.9935;3.2;0.59;10.6;6;white
W361;6.4;0.24;0.32;14.9;0.047;54.0;162.0;0.9968;3.28;0.5;10.2;6;white
W362;7.1;0.365;0.14;1.2;0.055;24.0;84.0;0.9941;3.15;0.43;8.9;5;white
W363;6.8;0.15;0.3;5.3;0.05;40.0;127.0;0.9942;3.4;0.39;9.7;6;white
W364;7.3;0.22;0.37;14.3;0.063;48.0;191.0;0.9978;2.89;0.38;9.0;6;white
W365;6.8;0.16;0.4;2.3;0.037;18.0;102.0;0.9923;3.49;0.42;11.4;7;white
W366;6.0;0.26;0.32;3.5;0.028;29.0;113.0;0.9912;3.4;0.71;12.3;7;white
W367;6.0;0.18;0.27;1.5;0.089;40.0;143.0;0.9923;3.49;0.62;10.8;6;white
W368;6.9;0.33;0.21;1.0;0.053;39.0;148.0;0.9927;3.12;0.45;9.4;6;white
W369;7.7;0.29;0.48;2.3;0.049;36.0;178.0;0.9931;3.17;0.64;10.6;6;white
W370;7.1;0.39;0.35;12.5;0.044;26.0;72.0;0.9941;3.17;0.29;11.6;5;white
W371;6.9;0.33;0.21;1.0;0.053;39.0;148.0;0.9927;3.12;0.45;9.4;6;white
W372;7.7;0.29;0.48;2.3;0.049;36.0;178.0;0.9931;3.17;0.64;10.6;6;white
W373;6.6;0.905;0.19;0.8;0.048;17.0;204.0;0.9934;3.34;0.56;10.0;5;white
W374;7.2;0.27;0.27;2.4;0.048;30.0;149.0;0.9936;3.1;0.51;9.2;6;white
W375;5.1;0.33;0.22;1.6;0.027;18.0;89.0;0.9893;3.51;0.38;12.5;7;white
W376;5.1;0.33;0.22;1.6;0.027;18.0;89.0;0.9893;3.51;0.38;12.5;7;white
W377;6.4;0.31;0.28;1.5;0.037;12.0;119.0;0.9919;3.32;0.51;10.4;7;white
W378;7.3;0.2;0.44;1.4;0.045;21.0;98.0;0.9924;3.15;0.46;10.0;7;white
W379;5.7;0.32;0.5;2.6;0.049;17.0;155.0;0.9927;3.22;0.64;10.0;6;white
W380;6.4;0.31;0.28;1.5;0.037;12.0;119.0;0.9919;3.32;0.51;10.4;7;white
W381;7.3;0.2;0.44;1.4;0.045;21.0;98.0;0.9924;3.15;0.46;10.0;7;white
W382;7.2;0.28;0.26;12.5;0.046;48.0;179.0;0.9975;3.1;0.52;9.0;6;white
W383;7.5;0.35;0.28;9.6;0.051;26.0;157.0;0.9969;3.12;0.53;9.2;6;white
W384;7.2;0.27;0.27;2.4;0.048;30.0;149.0;0.9936;3.1;0.51;9.2;6;white
W385;6.0;0.36;0.39;3.2;0.027;20.0;125.0;0.991;3.38;0.39;11.3;7;white
W386;5.1;0.33;0.22;1.6;0.027;18.0;89.0;0.9893;3.51;0.38;12.5;7;white
W387;5.0;0.17;0.56;1.5;0.026;24.0;115.0;0.9906;3.48;0.39;10.8;7;white
W388;6.3;0.39;0.35;5.9;0.04;82.5;260.0;0.9941;3.12;0.66;10.1;5;white
W389;6.7;0.21;0.32;5.4;0.047;29.0;140.0;0.995;3.39;0.46;9.7;6;white
W390;7.0;0.3;0.38;14.9;0.032;60.0;181.0;0.9983;3.18;0.61;9.3;7;white
W391;7.0;0.3;0.38;14.9;0.032;60.0;181.0;0.9983;3.18;0.61;9.3;7;white
W392;6.5;0.36;0.32;1.1;0.031;13.0;66.0;0.9916;3.1;0.46;10.6;5;white
W393;6.1;0.55;0.15;9.8;0.031;19.0;125.0;0.9957;3.36;0.47;10.2;6;white
W394;7.3;0.24;0.43;2.0;0.021;20.0;69.0;0.99;3.08;0.56;12.2;6;white
W395;6.8;0.37;0.51;11.8;0.044;62.0;163.0;0.9976;3.19;0.44;8.8;5;white
W396;6.8;0.27;0.12;1.3;0.04;87.0;168.0;0.992;3.18;0.41;10.0;5;white
W397;8.2;0.28;0.42;1.8;0.031;30.0;93.0;0.9917;3.09;0.39;11.4;5;white
W398;6.3;0.2;0.4;1.5;0.037;35.0;107.0;0.9917;3.46;0.5;11.4;6;white
W399;5.9;0.26;0.27;18.2;0.048;52.0;168.0;0.9993;3.35;0.44;9.4;5;white
W400;6.4;0.19;0.42;2.9;0.032;32.0;83.0;0.9908;3.3;0.41;11.7;6;white
W401;6.3;0.2;0.4;1.5;0.037;35.0;107.0;0.9917;3.46;0.5;11.4;6;white
W402;6.8;0.37;0.51;11.8;0.044;62.0;163.0;0.9976;3.19;0.44;8.8;5;white
W403;6.1;0.35;0.07;1.4;0.069;22.0;108.0;0.9934;3.23;0.52;9.2;5;white
W404;7.1;0.27;0.31;18.2;0.046;55.0;252.0;1.0;3.07;0.56;8.7;5;white
W405;6.8;0.22;0.31;6.3;0.035;33.0;170.0;0.9918;3.24;0.66;12.6;6;white
W406;6.8;0.27;0.12;1.3;0.04;87.0;168.0;0.992;3.18;0.41;10.0;5;white
W407;5.8;0.28;0.34;4.0;0.031;40.0;99.0;0.9896;3.39;0.39;12.8;7;white
W408;6.9;0.49;0.24;1.2;0.049;13.0;125.0;0.9932;3.17;0.51;9.4;5;white
W409;6.3;0.14;0.39;1.2;0.044;26.0;116.0;0.992;3.26;0.53;10.3;6;white
W410;8.2;0.28;0.42;1.8;0.031;30.0;93.0;0.9917;3.09;0.39;11.4;5;white
W411;7.2;0.25;0.39;18.95;0.038;42.0;155.0;0.9999;2.97;0.47;9.0;6;white
W412;7.3;0.28;0.36;12.7;0.04;38.0;140.0;0.998;3.3;0.79;9.6;6;white
W413;7.2;0.19;0.39;1.2;0.036;32.0;85.0;0.9918;3.16;0.5;10.5;5;white
W414;7.2;0.19;0.39;1.2;0.036;32.0;85.0;0.9918;3.16;0.5;10.5;5;white
W415;7.2;0.25;0.39;18.95;0.038;42.0;155.0;0.9999;2.97;0.47;9.0;6;white
W416;7.3;0.28;0.36;12.7;0.04;38.0;140.0;0.998;3.3;0.79;9.6;6;white
W417;7.4;0.21;0.27;1.2;0.041;27.0;99.0;0.9927;3.19;0.33;9.8;6;white
W418;6.8;0.26;0.22;7.7;0.047;57.0;210.0;0.9959;3.1;0.47;9.0;5;white
W419;7.4;0.21;0.27;1.2;0.041;27.0;99.0;0.9927;3.19;0.33;9.8;6;white
W420;7.4;0.31;0.28;1.6;0.05;33.0;137.0;0.9929;3.31;0.56;10.5;6;white
W421;7.0;0.22;0.31;2.7;0.03;41.0;136.0;0.9898;3.16;0.37;12.7;7;white
W422;7.0;0.21;0.28;8.7;0.045;37.0;222.0;0.9954;3.25;0.54;10.4;6;white
W423;7.0;0.21;0.28;8.6;0.045;37.0;221.0;0.9954;3.25;0.54;10.4;6;white
W424;7.0;0.21;0.28;8.6;0.045;37.0;221.0;0.9954;3.25;0.54;10.4;6;white
W425;6.9;0.23;0.38;8.3;0.047;47.0;162.0;0.9954;3.34;0.52;10.5;7;white
W426;7.0;0.21;0.28;8.7;0.045;37.0;222.0;0.9954;3.25;0.54;10.4;6;white
W427;7.0;0.21;0.28;8.6;0.045;37.0;221.0;0.9954;3.25;0.54;10.4;6;white
W428;6.8;0.29;0.5;13.3;0.053;48.0;194.0;0.9974;3.09;0.45;9.4;5;white
W429;7.8;0.21;0.27;1.2;0.051;20.0;89.0;0.9936;3.06;0.46;9.1;5;white
W430;7.1;0.31;0.47;13.6;0.056;54.0;197.0;0.9978;3.1;0.49;9.3;5;white
W431;6.8;0.29;0.5;13.3;0.053;48.0;194.0;0.9974;3.09;0.45;9.4;5;white
W432;6.4;0.34;0.1;1.1;0.048;19.0;84.0;0.9927;3.21;0.38;9.8;5;white
W433;7.4;0.155;0.34;2.3;0.045;73.5;214.0;0.9934;3.18;0.61;9.9;7;white
W434;7.2;0.55;0.09;1.5;0.108;16.0;151.0;0.9938;3.07;0.57;9.2;4;white
W435;7.0;0.23;0.36;7.1;0.028;31.0;104.0;0.9922;3.35;0.47;12.1;8;white
W436;6.9;0.2;0.37;6.2;0.027;24.0;97.0;0.992;3.38;0.49;12.2;7;white
W437;6.1;0.28;0.32;2.5;0.042;23.0;218.5;0.9935;3.27;0.6;9.8;5;white
W438;6.6;0.16;0.32;1.4;0.035;49.0;186.0;0.9906;3.35;0.64;12.4;8;white
W439;7.4;0.155;0.34;2.3;0.045;73.5;214.0;0.9934;3.18;0.61;9.9;7;white
W440;6.2;0.35;0.04;1.2;0.06;23.0;108.0;0.9934;3.26;0.54;9.2;5;white
W441;6.7;0.22;0.37;1.6;0.028;24.0;102.0;0.9913;3.29;0.59;11.6;7;white
W442;6.1;0.38;0.2;6.6;0.033;25.0;137.0;0.9938;3.3;0.69;10.4;6;white
W443;6.0;0.25;0.28;2.2;0.026;54.0;126.0;0.9898;3.43;0.65;12.9;8;white
W444;6.6;0.52;0.44;12.2;0.048;54.0;245.0;0.9975;3.26;0.54;9.3;6;white
W445;6.9;0.24;0.36;20.8;0.031;40.0;139.0;0.9975;3.2;0.33;11.0;6;white
W446;7.1;0.32;0.32;11.0;0.038;16.0;66.0;0.9937;3.24;0.4;11.5;3;white
W447;5.8;0.28;0.27;2.6;0.054;30.0;156.0;0.9914;3.53;0.42;12.4;5;white
W448;6.5;0.41;0.24;14.0;0.048;24.0;113.0;0.9982;3.44;0.53;9.8;6;white
W449;6.5;0.41;0.24;14.0;0.048;24.0;113.0;0.9982;3.44;0.53;9.8;6;white
W450;6.4;0.28;0.29;1.6;0.052;34.0;127.0;0.9929;3.48;0.56;10.5;7;white
W451;7.2;0.6;0.2;9.9;0.07;21.0;174.0;0.9971;3.03;0.54;9.1;5;white
W452;6.1;0.2;0.25;1.2;0.038;34.0;128.0;0.9921;3.24;0.44;10.1;5;white
W453;5.9;0.46;0.14;2.7;0.042;27.0;160.0;0.9931;3.46;0.51;10.6;7;white
W454;6.0;0.27;0.27;1.6;0.046;32.0;113.0;0.9924;3.41;0.51;10.5;7;white
W455;6.4;0.28;0.29;1.6;0.052;34.0;127.0;0.9929;3.48;0.56;10.5;7;white
W456;6.4;0.41;0.24;14.0;0.048;24.0;113.0;0.9982;3.44;0.53;9.8;6;white
W457;6.3;0.23;0.31;1.5;0.022;11.0;82.0;0.9892;3.3;0.4;12.9;7;white
W458;7.1;0.21;0.27;8.6;0.056;26.0;111.0;0.9956;2.95;0.52;9.5;5;white
W459;6.0;0.37;0.32;1.0;0.053;31.0;218.5;0.9924;3.29;0.72;9.8;6;white
W460;6.1;0.43;0.35;9.1;0.059;83.0;249.0;0.9971;3.37;0.5;8.5;5;white
W461;7.1;0.21;0.27;8.6;0.056;26.0;111.0;0.9956;2.95;0.52;9.5;5;white
W462;7.0;0.25;0.29;15.2;0.047;40.0;171.0;0.9982;3.22;0.45;9.3;5;white
W463;5.9;0.25;0.19;12.4;0.047;50.0;162.0;0.9973;3.35;0.38;9.5;5;white
W464;6.8;0.32;0.21;2.2;0.044;15.0;68.0;0.9932;3.17;0.39;9.4;6;white
W465;7.2;0.39;0.62;11.0;0.047;66.0;178.0;0.9976;3.16;0.5;8.7;5;white
W466;6.3;0.21;0.58;10.0;0.081;34.0;126.0;0.9962;2.95;0.46;8.9;5;white
W467;7.0;0.14;0.32;9.0;0.039;54.0;141.0;0.9956;3.22;0.43;9.4;6;white
W468;6.8;0.32;0.21;2.2;0.044;15.0;68.0;0.9932;3.17;0.39;9.4;6;white
W469;7.2;0.39;0.62;11.0;0.047;66.0;178.0;0.9976;3.16;0.5;8.7;5;white
W470;7.2;0.29;0.53;18.15;0.047;59.0;182.0;0.9992;3.09;0.52;9.6;5;white
W471;8.6;0.37;0.7;12.15;0.039;21.0;158.0;0.9983;3.0;0.73;9.3;6;white
W472;6.5;0.38;0.34;3.4;0.036;34.0;200.0;0.9937;3.14;0.76;10.0;5;white
W473;6.6;0.24;0.29;2.0;0.023;19.0;86.0;0.99;3.25;0.45;12.5;6;white
W474;7.0;0.17;0.31;4.8;0.034;34.0;132.0;0.9944;3.36;0.48;9.6;7;white
W475;5.5;0.16;0.22;4.5;0.03;30.0;102.0;0.9938;3.24;0.36;9.4;6;white
W476;7.0;0.24;0.51;11.0;0.029;55.0;227.0;0.9965;3.03;0.61;9.5;5;white
W477;7.4;0.28;0.36;1.1;0.028;42.0;105.0;0.9893;2.99;0.39;12.4;7;white
W478;7.0;0.22;0.28;1.5;0.037;29.0;115.0;0.9927;3.11;0.55;10.5;6;white
W479;7.1;0.55;0.13;1.7;0.073;21.0;165.0;0.994;2.97;0.58;9.2;6;white
W480;6.3;0.22;0.33;1.7;0.041;67.0;164.0;0.9928;3.32;0.56;10.4;6;white
W481;6.7;0.47;0.34;8.9;0.043;31.0;172.0;0.9964;3.22;0.6;9.2;5;white
W482;5.9;0.36;0.41;1.3;0.047;45.0;104.0;0.9917;3.33;0.51;10.6;6;white
W483;5.8;0.25;0.24;13.3;0.044;41.0;137.0;0.9972;3.34;0.42;9.5;5;white
W484;6.7;0.47;0.34;8.9;0.043;31.0;172.0;0.9964;3.22;0.6;9.2;5;white
W485;6.2;0.37;0.3;6.6;0.346;79.0;200.0;0.9954;3.29;0.58;9.6;5;white
W486;6.2;0.18;0.38;1.5;0.028;36.0;117.0;0.993;3.47;0.54;9.7;6;white
W487;6.0;0.16;0.37;1.5;0.025;43.0;117.0;0.9928;3.46;0.51;9.7;6;white
W488;6.6;0.34;0.28;1.3;0.035;32.0;90.0;0.9916;3.1;0.42;10.7;6;white
W489;7.4;0.29;0.29;1.6;0.045;53.0;180.0;0.9936;3.34;0.68;10.5;6;white
W490;7.4;0.26;0.31;7.6;0.047;52.0;177.0;0.9962;3.13;0.45;8.9;6;white
W491;7.0;0.28;0.36;1.0;0.035;8.0;70.0;0.9899;3.09;0.46;12.1;6;white
W492;7.1;0.23;0.39;1.6;0.032;12.0;65.0;0.9898;3.25;0.4;12.7;7;white
W493;7.8;0.19;0.26;8.9;0.039;42.0;182.0;0.996;3.18;0.46;9.9;6;white
W494;6.3;0.19;0.28;1.8;0.022;28.0;158.0;0.9907;3.2;0.64;11.4;6;white
W495;6.8;0.2;0.38;4.7;0.04;27.0;103.0;0.994;3.37;0.58;10.7;6;white
W496;5.7;0.44;0.13;7.0;0.025;28.0;173.0;0.9913;3.33;0.48;12.5;6;white
W497;7.2;0.4;0.62;10.8;0.041;70.0;189.0;0.9976;3.08;0.49;8.6;4;white
W498;6.8;0.23;0.32;1.6;0.026;43.0;147.0;0.9904;3.29;0.54;12.5;6;white
W499;5.7;0.335;0.34;1.0;0.04;13.0;174.0;0.992;3.27;0.66;10.0;5;white
W500;7.2;0.4;0.62;10.8;0.041;70.0;189.0;0.9976;3.08;0.49;8.6;4;white
W501;7.2;0.28;0.54;16.7;0.045;54.0;200.0;0.999;3.08;0.49;9.5;6;white
W502;6.8;0.19;0.58;14.2;0.038;51.0;164.0;0.9975;3.12;0.48;9.6;6;white
W503;6.4;0.3;0.3;2.25;0.038;8.0;210.0;0.9937;3.2;0.62;9.9;6;white
W504;6.5;0.3;0.29;2.25;0.037;8.0;210.0;0.9937;3.19;0.62;9.9;5;white
W505;7.8;0.18;0.31;12.2;0.053;46.0;140.0;0.998;3.06;0.53;8.9;6;white
W506;7.8;0.18;0.31;12.2;0.053;46.0;140.0;0.998;3.06;0.53;8.9;6;white
W507;7.3;0.51;0.26;3.3;0.09;7.0;135.0;0.9944;3.01;0.52;8.8;5;white
W508;6.0;0.24;0.27;1.9;0.048;40.0;170.0;0.9938;3.64;0.54;10.0;7;white
W509;5.9;0.62;0.28;3.5;0.039;55.0;152.0;0.9907;3.44;0.44;12.0;6;white
W510;6.0;0.24;0.27;1.9;0.048;40.0;170.0;0.9938;3.64;0.54;10.0;7;white
W511;6.7;0.27;0.12;1.3;0.041;62.0;138.0;0.9921;3.21;0.42;10.0;6;white
W512;7.8;0.34;0.35;1.8;0.042;8.0;167.0;0.9908;3.11;0.41;12.1;6;white
W513;7.3;0.26;0.36;5.2;0.04;31.0;141.0;0.9931;3.16;0.59;11.0;6;white
W514;7.4;0.36;0.33;1.4;0.025;27.0;55.0;0.9915;3.21;0.33;11.2;6;white
W515;7.8;0.28;0.32;9.0;0.036;34.0;115.0;0.9952;3.17;0.39;10.3;7;white
W516;6.1;0.31;0.26;2.2;0.051;28.0;167.0;0.9926;3.37;0.47;10.4;6;white
W517;6.8;0.18;0.37;1.6;0.055;47.0;154.0;0.9934;3.08;0.45;9.1;5;white
W518;7.4;0.15;0.42;1.7;0.045;49.0;154.0;0.992;3.0;0.6;10.4;6;white
W519;5.9;0.13;0.28;1.9;0.05;20.0;78.0;0.9918;3.43;0.64;10.8;6;white
W520;7.2;0.34;0.34;12.6;0.048;7.0;41.0;0.9942;3.19;0.4;11.7;5;white
W521;7.9;0.19;0.26;2.1;0.039;8.0;143.0;0.9942;3.05;0.74;9.8;5;white
W522;7.9;0.19;0.26;2.1;0.039;8.0;143.0;0.9942;3.05;0.74;9.8;5;white
W523;6.9;0.25;0.4;1.3;0.038;22.0;101.0;0.9901;3.03;0.39;11.4;6;white
W524;5.8;0.36;0.32;1.7;0.033;22.0;96.0;0.9898;3.03;0.38;11.2;6;white
W525;5.6;0.35;0.37;1.0;0.038;6.0;72.0;0.9902;3.37;0.34;11.4;5;white
W526;5.9;0.32;0.39;3.3;0.114;24.0;140.0;0.9934;3.09;0.45;9.2;6;white
W527;7.2;0.31;0.46;5.0;0.04;3.0;29.0;0.9906;3.04;0.53;12.5;4;white
W528;6.1;0.28;0.22;1.8;0.034;32.0;116.0;0.9898;3.36;0.44;12.6;6;white
W529;5.2;0.36;0.02;1.6;0.031;24.0;104.0;0.9896;3.44;0.35;12.2;6;white
W530;5.6;0.19;0.47;4.5;0.03;19.0;112.0;0.9922;3.56;0.45;11.2;6;white
W531;6.4;0.1;0.35;4.9;0.048;31.0;103.0;0.9947;3.43;0.79;9.7;6;white
W532;6.4;0.18;0.48;4.0;0.186;64.0;150.0;0.9945;3.06;0.4;9.3;5;white
W533;7.4;0.25;0.36;13.2;0.067;53.0;178.0;0.9976;3.01;0.48;9.0;6;white
W534;7.4;0.25;0.36;13.2;0.067;53.0;178.0;0.9976;3.01;0.48;9.0;6;white
W535;7.4;0.25;0.36;13.2;0.067;53.0;178.0;0.9976;3.01;0.48;9.0;6;white
